"","1_1","1_2","1_3","2_1","2_2","2_3","3_1","3_2","3_3","4_1","4_2","4_3","5_1","5_2","5_3","6_1","6_2","6_3","7_1","7_2","7_3","8_1","8_2","8_3","9_1","9_2","9_3","10_1","10_2","10_3"
"ENSG00000205702",121,126,122,207,165,70,21,84,140,115,148,68,108,79,48,192,159,58,165,92,79,112,59,138,68,45,188,68,103,132
"ENSG00000226450",54,93,82,87,60,46,14,54,99,74,103,32,105,67,40,109,75,18,93,52,54,52,27,83,51,16,77,36,65,69
"ENSG00000100207",3061,4491,4819,6693,5452,3168,946,3282,4481,6058,5977,2800,2912,2789,1808,6332,6115,1706,5705,3399,3113,3268,1945,5205,2040,1227,4342,1773,2797,3677
"ENSG00000182057",18,30,23,54,35,32,3,12,16,42,59,34,23,11,5,82,59,23,52,35,15,36,32,72,20,19,65,31,29,50
"ENSG00000233903",18,20,18,61,57,25,0,12,35,63,37,20,16,15,21,73,72,32,39,27,12,32,14,48,19,7,36,8,37,40
"ENSG00000273366",5,5,7,39,14,17,0,5,2,34,37,17,6,2,3,37,32,14,17,5,5,14,5,17,7,3,25,0,15,19
"ENSG00000229891",139,231,247,295,242,150,32,106,206,325,285,123,112,104,100,252,257,105,306,141,150,124,63,193,90,59,161,71,98,148
"ENSG00000235568",7,10,8,33,24,9,2,5,13,21,19,14,9,14,7,21,19,8,17,9,5,4,3,8,1,6,9,1,7,8
"ENSG00000230107",2,1,0,2,4,1,0,0,2,4,1,0,4,0,0,0,3,0,1,0,3,8,3,1,0,0,1,0,1,5
"ENSG00000172250",2,0,0,1,1,3,0,5,2,6,0,4,1,2,1,3,2,0,2,3,3,3,0,1,3,0,1,0,0,0
"ENSG00000189306",993,1294,1402,2025,1626,1112,319,950,1296,2018,1950,861,1138,925,651,2162,1939,728,2099,1276,1098,919,581,1845,896,492,1427,717,949,1399
"ENSG00000265106",8,6,10,9,6,4,4,4,12,3,8,1,4,4,3,5,9,1,10,8,5,7,2,8,4,0,3,0,4,7
"ENSG00000183569",0,1,0,1,0,5,0,0,2,3,3,4,2,0,0,3,0,0,4,0,2,0,2,1,1,0,1,0,1,2
"ENSG00000182841",534,837,642,819,612,391,138,503,739,617,700,291,498,435,308,614,647,181,1012,582,528,404,264,672,437,202,649,323,415,596
"ENSG00000202058",5,14,18,22,11,9,8,11,29,12,25,6,11,11,6,14,14,1,20,6,14,9,7,15,7,4,24,5,14,12
"ENSG00000251913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100227",3509,5299,5326,5212,4195,2579,991,3467,4753,4769,4758,2118,3319,3169,1987,4534,4475,1292,6051,3563,3364,2981,1747,4685,2058,1243,3411,1786,2325,3176
"ENSG00000270022",2,2,4,2,0,3,0,0,1,0,1,0,0,3,0,0,3,2,0,2,0,0,0,0,0,1,8,0,0,0
"ENSG00000100243",6077,8765,9263,9847,7897,4881,1580,6119,8056,9268,8678,4067,5455,5383,3467,8010,7832,2308,11318,6567,6148,4875,2779,7300,3785,2160,6292,3128,3882,4937
"ENSG00000249222",0,1,1,1,2,0,2,3,1,4,6,2,7,0,0,3,5,0,2,4,1,1,2,1,0,1,1,1,1,1
"ENSG00000128274",568,824,869,930,786,462,161,586,739,820,802,348,485,521,371,800,741,267,999,596,543,418,248,650,362,192,560,275,366,510
"ENSG00000200448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ENSG00000234009",431,579,566,630,521,333,117,415,488,528,599,252,374,361,237,590,553,193,623,368,403,308,171,494,218,156,396,185,252,381
"ENSG00000229608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242247",887,1280,1285,1216,972,645,263,813,1130,1173,1068,575,919,841,540,1223,1425,420,1682,944,809,1095,604,1714,607,344,1517,473,1073,1411
"ENSG00000100266",2664,3870,3926,4117,3251,1925,714,2402,3234,3618,3598,1663,2383,2277,1492,3483,3606,1129,4084,2401,2209,2042,1245,3165,1516,841,2468,1161,1574,2201
"ENSG00000226989",2,0,2,0,0,0,0,0,2,0,0,0,5,1,0,1,1,0,3,1,2,0,1,0,1,3,1,1,0,1
"ENSG00000230319",0,0,1,0,1,1,2,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000100271",149,189,256,216,215,92,52,127,180,202,183,91,129,138,91,167,165,49,297,172,169,178,94,270,92,62,154,65,109,170
"ENSG00000234735",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100290",864,1263,1239,1339,1074,701,221,788,1046,1283,1116,585,776,789,515,1342,1073,418,1468,859,889,597,303,1057,544,318,860,517,562,847
"ENSG00000100294",399,539,622,810,666,462,151,359,509,846,748,385,434,393,222,882,885,265,860,499,494,435,255,726,304,165,613,212,325,518
"ENSG00000100300",2104,2983,3126,3533,2842,1874,546,2041,2661,3253,3079,1481,1737,1781,1149,3181,2692,1076,3762,2285,2216,1905,1114,3019,1321,839,2243,1162,1529,1976
"ENSG00000100304",3744,5822,5917,7142,5759,3641,1055,3988,5072,6659,6116,2825,3579,3740,2389,7126,6502,2102,8247,4864,4405,3654,2199,5501,2913,1659,4834,2502,2986,4160
"ENSG00000159307",157,256,252,307,220,122,58,192,227,264,245,115,168,168,104,256,241,69,461,343,235,155,128,237,154,93,257,126,173,238
"ENSG00000236272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234892",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000203527",0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236117",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186732",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186976",6,8,19,17,8,10,1,8,5,28,24,7,9,13,5,21,9,4,13,15,18,13,8,23,9,3,18,2,15,9
"ENSG00000233157",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261251",8,10,5,6,21,0,4,4,9,4,13,5,1,1,4,1,3,5,10,8,5,6,1,7,2,0,3,2,2,0
"ENSG00000130540",345,474,498,536,413,235,92,339,448,492,479,221,323,329,184,536,527,146,578,342,299,215,157,377,211,122,365,193,213,317
"ENSG00000100341",41,130,104,143,104,58,19,65,76,112,135,59,67,68,33,107,107,37,152,80,76,67,41,112,37,30,77,42,60,92
"ENSG00000266837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100344",292,400,391,718,576,300,88,264,377,553,597,257,295,289,181,581,606,162,413,249,256,121,100,271,216,107,294,199,161,216
"ENSG00000100347",824,1222,1267,1624,1180,849,228,930,1190,1471,1447,694,831,820,545,1501,1588,466,1546,895,792,864,492,1449,555,347,1134,483,700,971
"ENSG00000224856",2,6,2,7,1,2,0,0,0,0,0,2,3,1,1,0,1,0,1,0,0,2,0,1,0,0,0,2,0,0
"ENSG00000188677",737,1131,1070,1088,833,543,167,722,914,985,971,432,627,645,442,988,933,268,1347,785,683,597,335,933,430,274,818,322,494,621
"ENSG00000138964",13,18,6,15,10,3,0,13,11,4,15,0,6,4,0,8,3,4,20,12,3,6,1,3,8,8,8,3,8,7
"ENSG00000138944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228807",0,0,0,1,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,1
"ENSG00000188636",1593,2229,2018,3407,2684,1781,440,1560,2416,3591,3157,1553,1580,1405,962,2854,3119,1051,3265,1991,1625,1610,925,2491,1153,672,2379,955,1472,2031
"ENSG00000215333",0,5,3,6,0,1,3,1,3,4,2,0,0,2,1,1,3,2,0,2,4,3,1,9,1,0,2,2,0,3
"ENSG00000187012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000234300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186654",322,428,393,665,650,343,63,267,409,550,602,304,347,282,196,674,563,230,574,345,371,311,183,515,274,114,437,187,275,359
"ENSG00000248405",35,63,40,68,46,34,4,27,50,43,79,27,45,48,28,67,69,13,70,34,26,26,30,45,30,17,55,22,36,44
"ENSG00000241484",402,655,502,655,563,299,99,408,478,539,589,261,442,476,257,574,630,181,701,419,371,328,233,579,228,139,451,185,351,380
"ENSG00000056487",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ENSG00000223730",0,0,1,0,1,0,0,0,0,0,3,0,1,3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
"ENSG00000230922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226328",87,158,187,207,108,90,36,85,122,138,147,58,128,100,76,199,202,48,245,145,106,107,60,201,86,63,169,76,114,134
"ENSG00000273243",37,47,34,31,29,28,16,31,29,27,28,14,30,12,14,18,8,11,47,36,22,6,12,15,22,10,16,16,21,16
"ENSG00000093000",3321,4919,4882,5956,4957,3153,983,3470,4739,5797,5657,2881,3235,3088,2017,5517,5921,1788,6675,4005,3810,3092,1796,5126,2569,1427,3662,1986,2186,3514
"ENSG00000273353",4,23,16,16,5,7,3,9,10,10,13,5,1,3,6,6,2,4,6,6,9,2,3,7,2,4,6,4,0,3
"ENSG00000100364",2117,3179,3221,4473,3762,2395,643,2143,3003,4426,4084,1864,2218,2185,1350,4188,3842,1306,4554,2533,2187,2090,1287,3535,1375,827,2931,1187,1764,2632
"ENSG00000221598",1,5,0,5,1,2,0,5,5,1,1,0,0,4,1,4,2,0,6,0,2,2,2,2,0,0,0,1,2,2
"ENSG00000273287",11,12,8,9,5,5,0,3,4,0,5,1,2,4,1,2,3,0,4,9,8,2,0,1,0,1,1,5,3,1
"ENSG00000213752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100373",2,2,2,2,6,1,0,0,2,1,2,0,9,2,1,6,2,1,7,1,1,2,1,4,2,1,5,0,7,1
"ENSG00000100376",1053,1580,1707,1836,1524,909,292,1018,1397,1557,1526,807,1013,981,624,1468,1382,446,1789,1092,990,725,425,1122,658,372,991,574,673,909
"ENSG00000077935",3,7,15,11,5,1,2,2,12,5,6,4,3,6,1,16,12,0,13,2,8,1,5,3,5,6,3,3,1,0
"ENSG00000128408",131,157,179,259,204,116,46,122,208,228,221,113,141,104,89,211,286,60,285,178,131,88,52,183,92,75,158,82,85,148
"ENSG00000232363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000077942",890,1246,1323,1592,1379,811,286,837,1100,1552,1400,594,833,840,519,1649,1491,475,1584,834,782,598,308,854,489,319,766,475,521,779
"ENSG00000238120",15,25,12,12,5,7,8,15,8,4,4,3,14,20,7,15,9,3,36,17,22,10,20,26,21,12,26,9,35,17
"ENSG00000251985",3,8,6,1,7,1,0,3,10,3,1,0,0,1,1,1,5,0,2,4,6,5,3,3,4,0,14,2,5,5
"ENSG00000130638",1793,2689,2789,3336,2862,1762,552,1939,2519,3254,3278,1497,1841,1874,1059,3275,3147,1129,3592,2237,1868,1996,1120,3146,1275,742,2507,957,1529,2189
"ENSG00000264160",0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235091",1,0,0,0,0,1,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188064",1095,1474,1557,1453,1083,714,269,965,1267,1251,1126,623,890,866,546,1385,1160,393,2227,1252,1219,1150,654,1565,799,494,1557,740,1090,1321
"ENSG00000265610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273145",98,127,120,96,86,58,12,71,109,101,82,25,43,67,40,81,89,30,135,77,66,49,29,69,29,20,50,29,47,37
"ENSG00000231711",0,4,3,0,0,0,0,0,1,0,4,0,0,0,0,2,1,0,4,1,0,1,2,1,0,1,1,0,0,0
"ENSG00000182257",16,36,21,37,21,13,6,27,20,28,18,21,16,17,22,30,22,19,49,33,32,11,6,28,16,8,20,12,7,14
"ENSG00000273289",0,1,0,0,3,2,1,2,0,3,3,3,1,0,2,2,5,0,5,2,3,0,0,0,0,1,0,1,0,1
"ENSG00000241990",82,111,109,155,138,68,17,71,77,133,136,67,98,83,42,119,157,63,126,92,68,58,26,102,52,24,102,37,50,58
"ENSG00000197182",261,448,423,502,495,228,79,324,421,324,498,191,354,286,195,343,330,134,582,309,331,207,185,359,174,128,336,183,173,238
"ENSG00000231010",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235159",5,10,7,7,6,4,0,9,7,13,11,0,3,12,11,9,7,0,15,3,4,3,2,3,0,0,5,0,10,4
"ENSG00000266533",2,1,1,4,4,2,0,0,5,2,15,1,7,0,0,5,3,1,1,2,2,0,1,6,0,0,3,2,2,6
"ENSG00000198986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186951",1117,1847,1712,2195,1784,1162,349,1319,1677,1988,1749,882,1160,1071,720,1868,1821,525,2204,1379,1256,1436,760,2200,924,471,2012,784,1482,1810
"ENSG00000205643",231,350,368,399,341,177,72,270,325,327,337,152,200,202,125,313,337,92,522,240,222,258,135,339,193,86,308,106,164,221
"ENSG00000130943",1,0,1,0,1,0,0,0,5,0,0,0,2,2,4,0,0,1,1,1,0,1,1,2,0,0,1,1,0,1
"ENSG00000075234",873,1358,1319,1313,1015,629,262,928,1266,1231,1148,493,842,944,534,1214,1109,368,1777,1016,970,791,455,1177,574,288,1020,441,716,804
"ENSG00000075218",2141,2883,2912,4178,3568,2241,633,2161,2938,3706,3725,1711,1999,1891,1198,3228,3161,921,4227,2540,2268,1737,1157,2746,1419,736,1115,982,728,1062
"ENSG00000100416",1294,1958,1901,2198,1752,1067,398,1316,1717,2015,2025,993,1186,1135,755,2032,1893,579,2455,1432,1295,1066,600,1677,1047,473,1279,761,777,1173
"ENSG00000075275",4839,7492,7017,6536,5233,3149,1407,5107,6463,5587,5467,2607,4809,4736,3063,5802,4944,1726,7065,4109,4100,2827,1587,4386,2826,1645,4230,2468,2576,3456
"ENSG00000230634",0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234869",2,12,15,14,13,4,4,5,4,14,24,11,7,10,3,7,8,0,6,3,5,2,0,12,13,0,15,2,9,4
"ENSG00000075240",1039,1509,1639,1719,1373,819,302,1012,1398,1503,1456,665,925,919,590,1497,1605,443,1711,1023,881,842,555,1321,563,387,1221,512,722,975
"ENSG00000100422",2658,4117,3955,5045,4188,2519,770,2735,3645,4652,4432,2185,2549,2598,1689,4693,4386,1486,4581,2838,2519,2530,1444,4213,1776,1086,2997,1367,1993,2684
"ENSG00000260708",89,129,134,136,125,98,22,103,99,136,156,86,98,69,38,88,87,33,127,66,71,41,31,86,49,28,60,33,44,34
"ENSG00000054611",919,1266,1375,1759,1414,838,234,901,1152,1645,1465,726,831,815,514,1369,1475,472,1364,771,767,617,364,1038,434,295,768,386,522,732
"ENSG00000221672",0,0,0,0,1,3,0,0,0,1,7,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224715",3,24,26,24,15,13,3,7,24,12,22,12,10,11,16,17,15,7,51,25,18,21,11,20,25,6,35,11,21,34
"ENSG00000218357",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205634",3,2,2,5,16,2,0,3,5,8,15,6,0,0,3,3,5,3,1,3,3,0,0,2,3,0,1,2,1,6
"ENSG00000224271",129,208,150,128,114,52,35,115,151,85,141,40,98,89,52,88,103,26,150,86,94,20,24,66,55,46,34,36,25,46
"ENSG00000232897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230345",7,6,4,5,9,7,4,5,13,10,18,6,9,5,2,3,5,1,17,7,7,0,3,6,3,2,4,1,2,0
"ENSG00000235154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219438",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000226142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188511",563,849,812,703,549,370,151,591,764,674,669,335,523,418,278,481,515,193,1108,611,533,371,246,682,387,164,552,265,340,494
"ENSG00000264139",0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
"ENSG00000212939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213279",17,25,34,33,46,6,3,44,41,25,89,22,72,20,10,42,34,6,38,26,22,6,15,17,21,9,20,10,16,24
"ENSG00000235111",22,28,35,20,29,20,9,22,44,32,92,38,61,21,14,29,64,9,37,26,17,7,9,27,24,6,35,12,11,13
"ENSG00000226954",0,1,5,2,1,0,1,2,9,0,2,2,2,0,0,0,2,1,9,1,1,0,2,2,2,3,3,1,1,2
"ENSG00000223142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100425",1722,2393,2502,3591,2783,1724,440,1696,2294,3055,3185,1444,1656,1572,1008,2871,2873,802,3042,1839,1683,1747,969,2728,1304,728,2275,1002,1440,1955
"ENSG00000236867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260613",0,1,0,2,0,0,0,3,2,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,1,3
"ENSG00000229409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100426",2129,3215,3141,4087,3212,2078,693,2239,3047,3650,3645,1788,2080,2129,1404,3652,3635,1133,3933,2354,1981,1800,1048,2888,1416,802,2464,1215,1499,2027
"ENSG00000182858",799,1089,1052,1245,1077,619,247,713,1061,1127,1021,547,712,684,422,1069,905,344,1431,852,755,756,470,1212,500,235,1043,379,716,912
"ENSG00000273192",39,39,42,60,39,30,8,38,53,60,41,36,31,34,16,64,29,23,74,33,38,20,19,37,29,29,26,29,28,36
"ENSG00000184164",1369,2031,1712,1452,1273,848,452,1232,1492,1536,1473,690,1111,1213,646,1489,1359,493,2137,1284,1197,1617,958,2730,739,465,2158,598,1476,1679
"ENSG00000198355",4389,6614,6780,9494,7949,5120,1202,4376,5661,9079,8402,4023,3440,3815,2429,8103,7317,2692,7460,4373,3904,5090,2952,8213,2325,1409,5396,1866,3524,4690
"ENSG00000188263",1,2,2,0,0,0,0,0,1,0,3,0,0,1,0,10,1,3,1,0,0,0,0,2,0,0,0,0,0,2
"ENSG00000138892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100427",0,4,3,3,2,4,0,4,9,1,0,1,3,5,0,8,1,1,13,1,3,0,1,2,4,0,10,1,0,4
"ENSG00000073146",5,0,0,3,1,0,0,2,0,0,0,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000073150",477,649,688,996,706,540,140,464,554,787,824,354,353,461,257,780,635,205,690,409,379,504,221,645,305,164,655,236,373,517
"ENSG00000170638",3379,4956,4914,5311,4489,2786,1008,3266,4626,4820,4750,2154,3095,3242,2004,5198,4554,1527,6301,3751,3348,3291,2193,5233,2354,1243,4895,2013,3125,3812
"ENSG00000273188",0,0,1,0,0,0,3,0,3,0,0,1,1,0,0,0,2,0,1,1,0,1,0,3,0,0,1,0,6,2
"ENSG00000273253",49,53,53,66,78,28,18,36,44,63,56,27,31,47,20,70,57,28,106,32,37,38,16,61,21,15,52,15,41,40
"ENSG00000073169",923,1420,1335,1537,1163,815,315,868,1177,1329,1390,559,845,835,594,1466,1157,391,1887,1017,815,943,569,1412,625,368,1278,568,776,935
"ENSG00000272836",2,3,0,5,5,3,2,10,5,11,8,3,0,0,1,6,4,2,8,4,3,2,2,1,3,0,3,0,3,2
"ENSG00000273137",3,4,6,19,12,5,0,8,1,9,8,9,9,4,1,18,17,4,3,4,0,7,1,12,6,1,11,4,10,15
"ENSG00000128159",2196,3115,2862,3836,3260,1875,645,2166,2974,3376,3452,1521,2250,2120,1386,3737,3365,1039,4506,2545,2176,2498,1483,3681,1607,864,3505,1302,2075,2708
"ENSG00000100429",425,536,551,673,511,281,101,340,543,545,534,247,374,363,233,537,534,171,654,450,336,289,226,580,200,160,443,220,267,438
"ENSG00000188130",2128,3261,2994,3801,3120,1894,593,2102,2752,3502,3420,1592,2122,2031,1271,3332,3246,983,4024,2167,2081,1773,1137,2877,1417,728,2582,1090,1663,2142
"ENSG00000185386",919,1397,1360,1526,1202,659,276,959,1303,1317,1316,558,998,1039,661,1439,1452,475,1650,942,835,757,446,1264,680,396,1191,520,708,979
"ENSG00000196576",15780,22962,22085,27390,22250,13576,4262,15413,19957,24605,23909,10682,16201,16049,10041,27013,24809,7984,28162,16042,14845,13360,8113,20425,11182,6581,20583,9379,13109,16352
"ENSG00000268427",1,6,3,3,5,4,0,1,1,1,1,4,2,4,1,3,3,0,1,4,2,3,0,2,2,0,6,0,0,3
"ENSG00000205593",521,747,638,971,738,449,145,542,677,795,789,367,468,478,268,705,594,225,955,513,460,465,274,622,318,158,630,274,361,441
"ENSG00000227484",0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000100239",2983,4203,4190,4646,3721,2313,800,3053,3755,3922,4108,1860,2642,2744,1732,3940,3626,1152,5545,3191,2744,2721,1635,4087,1848,1079,3745,1464,2384,3007
"ENSG00000242463",1,1,0,2,5,0,2,3,3,1,1,0,3,2,2,0,1,2,2,3,1,0,2,2,0,0,4,0,3,5
"ENSG00000238604",1,1,0,3,6,1,0,0,1,5,3,0,7,0,0,0,0,0,0,1,2,2,1,5,0,0,0,0,0,2
"ENSG00000100241",4790,7014,6946,8794,7073,4408,1380,4805,6525,7961,7660,3474,4837,4700,3010,8194,7377,2418,9322,5347,4751,4695,2859,7108,3163,1819,6293,2733,3907,5401
"ENSG00000128165",376,472,577,508,379,226,112,349,505,454,402,173,260,249,154,433,383,159,789,349,433,492,264,766,227,126,681,213,494,441
"ENSG00000100253",17,10,23,12,13,1,9,5,8,13,12,3,23,6,3,25,14,6,20,18,2,4,14,30,11,7,13,1,21,17
"ENSG00000100258",1751,2585,2447,3110,2445,1475,515,1674,2189,2769,2669,1141,1635,1727,1085,2621,2368,757,3263,1984,1652,1654,951,2423,1239,704,2260,1131,1403,1740
"ENSG00000025770",1934,2750,2717,3408,2732,1703,508,1856,2512,2927,2993,1408,1637,1598,1075,2779,2382,834,3770,2210,1933,1741,1078,2720,1171,690,2016,951,1192,1673
"ENSG00000130489",425,628,706,778,677,441,131,410,615,764,748,336,439,425,246,769,596,237,905,518,475,379,270,664,310,157,537,344,362,541
"ENSG00000272821",48,80,89,114,99,51,11,23,61,80,115,34,33,50,28,85,78,34,91,46,45,25,28,92,36,24,90,35,36,62
"ENSG00000025708",742,1106,1035,1760,1361,897,226,658,1017,1672,1613,718,738,802,448,1612,1432,513,1389,746,741,802,437,1190,494,233,1113,443,762,918
"ENSG00000177989",158,211,238,352,301,190,60,177,211,366,278,155,177,132,101,334,273,62,286,178,118,155,80,177,107,48,198,64,151,152
"ENSG00000272666",0,5,4,0,1,0,0,0,1,2,0,0,0,0,1,1,2,1,3,0,0,0,0,1,2,0,2,0,0,0
"ENSG00000273272",0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
